order_id,order_date,customer_id,region,state,sku,product_name,category,sub_category,quantity,unit_cogs,unit_list_price,gross_revenue,coupon_code,discount_pct,discount_amount,net_revenue,shipping_fee_collected,actual_shipping_cost,payment_processing_fee,total_cogs,gross_profit,gross_margin_pct,return_status,return_reason,return_processing_cost,net_profit,net_margin_pct,margin_leakage_flag
ORD-009192,2024-10-19,CUST-04487,West,AZ,HOME-203,Ergonomic Memory Foam Pillow,Home & Kitchen,Bedding,1,14.0,39.99,39.99,FLASH25,0.25,10.0,29.99,5.99,10.14,1.17,14.0,15.99,53.32,Completed,N/A,0.0,10.67,35.58,0
ORD-009193,2023-04-08,CUST-06204,South,TN,ELEC-103,Ultra-Fast USB-C Charging Hub,Electronics,Accessories,1,12.0,34.99,34.99,FLASH25,0.25,8.75,26.24,5.99,7.66,1.06,12.0,14.24,54.27,Completed,N/A,0.0,11.51,43.86,0
ORD-009194,2023-09-24,CUST-03256,East,MA,BEAU-404,Organic Retinol Night Cream 50ml,Beauty,Skincare,1,7.0,28.99,28.99,SAVE10,0.1,2.9,26.09,5.99,8.44,1.06,7.0,19.09,73.17,Completed,N/A,0.0,15.58,59.72,0
ORD-009195,2023-03-14,CUST-01978,East,NJ,BEAU-403,Professional Ionic Hair Dryer,Beauty,Hair Care,1,28.0,69.99,69.99,NONE,0.0,0.0,69.99,0.0,9.87,2.33,28.0,41.99,59.99,Completed,N/A,0.0,29.79,42.56,0
ORD-009196,2023-02-15,CUST-05666,East,NJ,ELEC-102,Smart Fitness Watch V2,Electronics,Wearables,2,55.0,129.99,259.98,NONE,0.0,0.0,259.98,0.0,9.1,7.84,110.0,149.98,57.69,Completed,N/A,0.0,133.04,51.17,0
ORD-009197,2023-10-05,CUST-01475,South,FL,HOME-203,Ergonomic Memory Foam Pillow,Home & Kitchen,Bedding,1,14.0,39.99,39.99,SAVE10,0.1,4.0,35.99,5.99,9.64,1.34,14.0,21.99,61.1,Returned,Not as Described,10.3,-23.38,-64.96,1
ORD-009198,2024-09-01,CUST-05952,South,GA,ELEC-102,Smart Fitness Watch V2,Electronics,Wearables,1,55.0,129.99,129.99,CLEARANCE40,0.4,52.0,77.99,0.0,7.55,2.56,55.0,22.99,29.48,Completed,N/A,0.0,12.88,16.51,0
ORD-009199,2024-03-05,CUST-06445,West,CA,BEAU-402,Sonic Electric Toothbrush Set,Beauty,Oral Care,1,20.0,54.99,54.99,NONE,0.0,0.0,54.99,0.0,8.49,1.89,20.0,34.99,63.63,Completed,N/A,0.0,24.61,44.75,0
ORD-009200,2023-09-14,CUST-06359,Central,CO,ELEC-106,Portable Bluetooth Speaker (Waterproof),Electronics,Audio,1,22.0,59.99,59.99,NONE,0.0,0.0,59.99,0.0,7.82,2.04,22.0,37.99,63.33,Completed,N/A,0.0,28.13,46.89,0
ORD-009201,2023-02-26,CUST-03297,South,GA,ELEC-104,Mechanical RGB Gaming Keyboard,Electronics,Gaming,1,38.0,89.99,89.99,SUMMER15,0.15,13.5,76.49,0.0,9.42,2.52,38.0,38.49,50.32,Completed,N/A,0.0,26.55,34.71,0
ORD-009202,2023-02-25,CUST-01895,East,NY,ELEC-106,Portable Bluetooth Speaker (Waterproof),Electronics,Audio,1,22.0,59.99,59.99,NONE,0.0,0.0,59.99,0.0,9.32,2.04,22.0,37.99,63.33,Completed,N/A,0.0,26.63,44.39,0
ORD-009203,2024-09-01,CUST-01798,Central,IL,ELEC-104,Mechanical RGB Gaming Keyboard,Electronics,Gaming,1,38.0,89.99,89.99,SAVE10,0.1,9.0,80.99,0.0,8.92,2.65,38.0,42.99,53.08,Completed,N/A,0.0,31.42,38.79,0
ORD-009204,2023-12-20,CUST-01643,East,NY,BEAU-402,Sonic Electric Toothbrush Set,Beauty,Oral Care,1,20.0,54.99,54.99,NONE,0.0,0.0,54.99,0.0,8.99,1.89,20.0,34.99,63.63,Completed,N/A,0.0,24.11,43.84,0
ORD-009205,2024-09-28,CUST-00772,East,NY,BEAU-404,Organic Retinol Night Cream 50ml,Beauty,Skincare,1,7.0,28.99,28.99,NONE,0.0,0.0,28.99,5.99,8.44,1.14,7.0,21.99,75.85,Completed,N/A,0.0,18.4,63.47,0
ORD-009206,2023-07-22,CUST-03860,Central,MI,APP-303,Water-Resistant Trail Running Shoes,Apparel,Footwear,1,34.0,94.99,94.99,SAVE10,0.1,9.5,85.49,0.0,8.48,2.78,34.0,51.49,60.23,Completed,N/A,0.0,40.23,47.06,0
ORD-009207,2023-03-18,CUST-06059,South,AL,ELEC-105,4K HDR Streaming Media Stick,Electronics,Video,1,18.0,49.99,49.99,FLASH25,0.25,12.5,37.49,5.99,7.44,1.39,18.0,19.49,51.99,Completed,N/A,0.0,16.65,44.41,0
ORD-009208,2023-04-24,CUST-06188,West,WA,ELEC-106,Portable Bluetooth Speaker (Waterproof),Electronics,Audio,1,22.0,59.99,59.99,FLASH25,0.25,15.0,44.99,5.99,8.82,1.6,22.0,22.99,51.1,Completed,N/A,0.0,18.56,41.25,0
ORD-009209,2024-05-04,CUST-06282,East,PA,HOME-202,Digital Air Fryer XL 6-Quart,Home & Kitchen,Appliances,1,48.0,109.99,109.99,SUMMER15,0.15,16.5,93.49,0.0,19.44,3.01,48.0,45.49,48.66,Completed,N/A,0.0,23.04,24.64,0
ORD-009210,2024-06-12,CUST-05555,East,MA,BEAU-404,Organic Retinol Night Cream 50ml,Beauty,Skincare,1,7.0,28.99,28.99,SAVE10,0.1,2.9,26.09,5.99,8.44,1.06,7.0,19.09,73.17,Completed,N/A,0.0,15.58,59.72,0
ORD-009211,2024-07-31,CUST-02483,South,GA,BEAU-403,Professional Ionic Hair Dryer,Beauty,Hair Care,1,28.0,69.99,69.99,NONE,0.0,0.0,69.99,0.0,8.87,2.33,28.0,41.99,59.99,Completed,N/A,0.0,30.79,43.99,0
ORD-009212,2023-07-09,CUST-02411,East,VA,APP-304,Heavyweight Cotton Pullover Hoodie,Apparel,Unisex,1,18.0,49.99,49.99,SAVE10,0.1,5.0,44.99,5.99,9.54,1.6,18.0,26.99,59.99,Completed,N/A,0.0,21.84,48.54,0
ORD-009213,2024-08-05,CUST-04881,West,CA,HOME-206,Ceramic Non-Stick Frying Pan 10-inch,Home & Kitchen,Cookware,1,15.0,34.99,34.99,NONE,0.0,0.0,34.99,5.99,9.92,1.31,15.0,19.99,57.13,Completed,N/A,0.0,14.75,42.15,0
ORD-009214,2023-03-16,CUST-03546,Central,TX,ELEC-102,Smart Fitness Watch V2,Electronics,Wearables,1,55.0,129.99,129.99,NONE,0.0,0.0,129.99,0.0,7.05,4.07,55.0,74.99,57.69,Completed,N/A,0.0,63.87,49.13,0
ORD-009215,2024-08-28,CUST-02307,Central,TX,ELEC-105,4K HDR Streaming Media Stick,Electronics,Video,3,18.0,49.99,149.97,SUMMER15,0.15,22.5,127.47,0.0,7.82,4.0,54.0,73.47,57.64,Completed,N/A,0.0,61.65,48.36,0
ORD-009216,2023-11-03,CUST-06441,West,WA,ELEC-106,Portable Bluetooth Speaker (Waterproof),Electronics,Audio,1,22.0,59.99,59.99,CLEARANCE40,0.4,24.0,35.99,5.99,8.82,1.34,22.0,13.99,38.87,Completed,N/A,0.0,9.82,27.29,0
ORD-009217,2023-05-27,CUST-01885,East,NY,BEAU-402,Sonic Electric Toothbrush Set,Beauty,Oral Care,1,20.0,54.99,54.99,FLASH25,0.25,13.75,41.24,5.99,8.99,1.5,20.0,21.24,51.5,Completed,N/A,0.0,16.74,40.59,0
ORD-009218,2023-06-13,CUST-05455,Central,IL,APP-303,Water-Resistant Trail Running Shoes,Apparel,Footwear,2,34.0,94.99,189.98,NONE,0.0,0.0,189.98,0.0,10.46,5.81,68.0,121.98,64.21,Completed,N/A,0.0,105.71,55.64,0
ORD-009219,2024-02-17,CUST-05319,East,PA,BEAU-404,Organic Retinol Night Cream 50ml,Beauty,Skincare,1,7.0,28.99,28.99,FLASH25,0.25,7.25,21.74,5.99,8.44,0.93,7.0,14.74,67.8,Completed,N/A,0.0,11.36,52.25,0
ORD-009220,2023-05-07,CUST-04860,West,WA,HOME-206,Ceramic Non-Stick Frying Pan 10-inch,Home & Kitchen,Cookware,3,15.0,34.99,104.97,SUMMER15,0.15,15.75,89.22,0.0,14.76,2.89,45.0,44.22,49.56,Returned,Changed Mind,10.15,-34.55,-38.72,1
ORD-009221,2024-10-19,CUST-06025,Central,IL,BEAU-402,Sonic Electric Toothbrush Set,Beauty,Oral Care,2,20.0,54.99,109.98,NONE,0.0,0.0,109.98,0.0,8.48,3.49,40.0,69.98,63.63,Completed,N/A,0.0,58.01,52.75,0
ORD-009222,2023-03-26,CUST-03073,Central,TX,HOME-202,Digital Air Fryer XL 6-Quart,Home & Kitchen,Appliances,2,48.0,109.99,219.98,SAVE10,0.1,22.0,197.98,0.0,29.38,6.04,96.0,101.98,51.51,Completed,N/A,0.0,66.56,33.62,0
ORD-009223,2024-07-29,CUST-06434,West,NV,ELEC-104,Mechanical RGB Gaming Keyboard,Electronics,Gaming,2,38.0,89.99,179.98,NONE,0.0,0.0,179.98,0.0,12.34,5.52,76.0,103.98,57.77,Completed,N/A,0.0,86.12,47.85,0
ORD-009224,2024-02-04,CUST-02094,South,GA,ELEC-105,4K HDR Streaming Media Stick,Electronics,Video,1,18.0,49.99,49.99,NONE,0.0,0.0,49.99,5.99,7.44,1.75,18.0,31.99,63.99,Completed,N/A,0.0,28.79,57.59,0
ORD-009225,2024-07-02,CUST-03379,Central,CO,ELEC-104,Mechanical RGB Gaming Keyboard,Electronics,Gaming,2,38.0,89.99,179.98,SAVE10,0.1,18.0,161.98,0.0,11.34,5.0,76.0,85.98,53.08,Returned,Defective / Damaged,10.15,-37.89,-23.39,1
ORD-009226,2023-12-24,CUST-04171,West,OR,HOME-201,Stainless Steel Espresso Machine,Home & Kitchen,Appliances,2,85.0,189.99,379.98,SAVE10,0.1,38.0,341.98,0.0,27.3,10.22,170.0,171.98,50.29,Completed,N/A,0.0,134.46,39.32,0
ORD-009227,2023-03-27,CUST-00491,East,MA,APP-301,Men's Performance Athletic Joggers,Apparel,Men's Clothing,1,16.0,44.99,44.99,FLASH25,0.25,11.25,33.74,5.99,8.88,1.28,16.0,17.74,52.58,Returned,Not as Described,9.1,-21.66,-64.2,1
ORD-009228,2023-09-22,CUST-02143,East,NY,ELEC-105,4K HDR Streaming Media Stick,Electronics,Video,2,18.0,49.99,99.98,NONE,0.0,0.0,99.98,0.0,8.88,3.2,36.0,63.98,63.99,Completed,N/A,0.0,51.9,51.91,0
ORD-009229,2024-07-18,CUST-01344,Central,OH,APP-304,Heavyweight Cotton Pullover Hoodie,Apparel,Unisex,1,18.0,49.99,49.99,SAVE10,0.1,5.0,44.99,5.99,8.04,1.6,18.0,26.99,59.99,Completed,N/A,0.0,23.34,51.88,0
ORD-009230,2024-03-21,CUST-04245,West,CA,ELEC-101,Wireless Noise-Canceling Headphones,Electronics,Audio,1,45.0,99.99,99.99,SUMMER15,0.15,15.0,84.99,0.0,8.38,2.76,45.0,39.99,47.05,Completed,N/A,0.0,28.85,33.95,0
ORD-009231,2023-03-06,CUST-06238,South,AL,HOME-202,Digital Air Fryer XL 6-Quart,Home & Kitchen,Appliances,1,48.0,109.99,109.99,CLEARANCE40,0.4,44.0,65.99,0.0,18.44,2.21,48.0,17.99,27.26,Completed,N/A,0.0,-2.66,-4.03,1
ORD-009232,2023-01-15,CUST-01243,Central,IL,BEAU-401,Vitamin C + Hyaluronic Acid Serum,Beauty,Skincare,1,5.5,24.99,24.99,FLASH25,0.25,6.25,18.74,5.99,6.83,0.84,5.5,13.24,70.65,Completed,N/A,0.0,11.56,61.69,0
ORD-009233,2023-09-16,CUST-01012,Central,MI,BEAU-401,Vitamin C + Hyaluronic Acid Serum,Beauty,Skincare,1,5.5,24.99,24.99,NONE,0.0,0.0,24.99,5.99,6.83,1.02,5.5,19.49,77.99,Completed,N/A,0.0,17.63,70.55,0
ORD-009234,2023-11-22,CUST-02891,West,AZ,BEAU-401,Vitamin C + Hyaluronic Acid Serum,Beauty,Skincare,1,5.5,24.99,24.99,NONE,0.0,0.0,24.99,5.99,7.83,1.02,5.5,19.49,77.99,Completed,N/A,0.0,16.63,66.55,0
ORD-009235,2023-06-21,CUST-00408,West,WA,ELEC-101,Wireless Noise-Canceling Headphones,Electronics,Audio,3,45.0,99.99,299.97,NONE,0.0,0.0,299.97,0.0,10.14,9.0,135.0,164.97,55.0,Completed,N/A,0.0,145.83,48.61,0
ORD-009236,2023-02-04,CUST-02648,West,WA,HOME-201,Stainless Steel Espresso Machine,Home & Kitchen,Appliances,1,85.0,189.99,189.99,SUMMER15,0.15,28.5,161.49,0.0,17.4,4.98,85.0,76.49,47.37,Completed,N/A,0.0,54.11,33.51,0
ORD-009237,2023-04-07,CUST-06472,East,PA,BEAU-401,Vitamin C + Hyaluronic Acid Serum,Beauty,Skincare,3,5.5,24.99,74.97,SAVE10,0.1,7.5,67.47,0.0,8.99,2.26,16.5,50.97,75.54,Completed,N/A,0.0,39.72,58.87,0
ORD-009238,2024-07-14,CUST-01848,Central,CO,ELEC-104,Mechanical RGB Gaming Keyboard,Electronics,Gaming,1,38.0,89.99,89.99,NONE,0.0,0.0,89.99,0.0,8.92,2.91,38.0,51.99,57.77,Completed,N/A,0.0,40.16,44.63,0
ORD-009239,2024-03-21,CUST-01794,Central,TX,HOME-203,Ergonomic Memory Foam Pillow,Home & Kitchen,Bedding,1,14.0,39.99,39.99,NONE,0.0,0.0,39.99,5.99,9.14,1.46,14.0,25.99,64.99,Completed,N/A,0.0,21.38,53.46,0
ORD-009240,2023-08-11,CUST-01225,East,MA,ELEC-102,Smart Fitness Watch V2,Electronics,Wearables,2,55.0,129.99,259.98,NONE,0.0,0.0,259.98,0.0,9.1,7.84,110.0,149.98,57.69,Completed,N/A,0.0,133.04,51.17,0
ORD-009241,2023-01-09,CUST-02344,Central,MI,ELEC-106,Portable Bluetooth Speaker (Waterproof),Electronics,Audio,1,22.0,59.99,59.99,SAVE10,0.1,6.0,53.99,0.0,7.82,1.87,22.0,31.99,59.25,Completed,N/A,0.0,22.3,41.3,0
ORD-009242,2024-02-04,CUST-05431,South,FL,BEAU-403,Professional Ionic Hair Dryer,Beauty,Hair Care,1,28.0,69.99,69.99,FLASH25,0.25,17.5,52.49,0.0,8.87,1.82,28.0,24.49,46.66,Completed,N/A,0.0,13.8,26.29,0
ORD-009243,2024-10-02,CUST-02908,West,OR,HOME-206,Ceramic Non-Stick Frying Pan 10-inch,Home & Kitchen,Cookware,1,15.0,34.99,34.99,NONE,0.0,0.0,34.99,5.99,9.92,1.31,15.0,19.99,57.13,Completed,N/A,0.0,14.75,42.15,0
ORD-009244,2023-03-18,CUST-00014,West,WA,HOME-205,Cordless Handheld Vacuum,Home & Kitchen,Cleaning,1,36.0,84.99,84.99,NONE,0.0,0.0,84.99,0.0,11.46,2.76,36.0,48.99,57.64,Completed,N/A,0.0,34.77,40.91,0
ORD-009245,2023-07-24,CUST-04754,West,AZ,HOME-203,Ergonomic Memory Foam Pillow,Home & Kitchen,Bedding,1,14.0,39.99,39.99,SAVE10,0.1,4.0,35.99,5.99,10.14,1.34,14.0,21.99,61.1,Completed,N/A,0.0,16.5,45.85,0
ORD-009246,2024-10-05,CUST-01035,Central,TX,BEAU-402,Sonic Electric Toothbrush Set,Beauty,Oral Care,1,20.0,54.99,54.99,FLASH25,0.25,13.75,41.24,5.99,7.49,1.5,20.0,21.24,51.5,Completed,N/A,0.0,18.24,44.23,0
ORD-009247,2023-08-25,CUST-01950,East,NY,ELEC-102,Smart Fitness Watch V2,Electronics,Wearables,1,55.0,129.99,129.99,CLEARANCE40,0.4,52.0,77.99,0.0,8.55,2.56,55.0,22.99,29.48,Completed,N/A,0.0,11.88,15.23,0
ORD-009248,2024-07-09,CUST-01115,Central,IL,HOME-206,Ceramic Non-Stick Frying Pan 10-inch,Home & Kitchen,Cookware,1,15.0,34.99,34.99,FLASH25,0.25,8.75,26.24,5.99,8.92,1.06,15.0,11.24,42.84,Completed,N/A,0.0,7.25,27.63,0
ORD-009249,2023-02-20,CUST-03177,East,NJ,ELEC-104,Mechanical RGB Gaming Keyboard,Electronics,Gaming,2,38.0,89.99,179.98,NONE,0.0,0.0,179.98,0.0,12.84,5.52,76.0,103.98,57.77,Completed,N/A,0.0,85.62,47.57,0
ORD-009250,2024-06-25,CUST-04992,South,FL,ELEC-104,Mechanical RGB Gaming Keyboard,Electronics,Gaming,1,38.0,89.99,89.99,SAVE10,0.1,9.0,80.99,0.0,9.42,2.65,38.0,42.99,53.08,Completed,N/A,0.0,30.92,38.18,0
ORD-009251,2023-02-05,CUST-01442,South,GA,APP-304,Heavyweight Cotton Pullover Hoodie,Apparel,Unisex,2,18.0,49.99,99.98,NONE,0.0,0.0,99.98,0.0,10.08,3.2,36.0,63.98,63.99,Completed,N/A,0.0,50.7,50.71,0
ORD-009252,2023-10-08,CUST-01170,East,MA,HOME-204,Chef Knife Set 8-Piece High Carbon,Home & Kitchen,Cookware,3,30.0,79.99,239.97,NONE,0.0,0.0,239.97,0.0,21.2,7.26,90.0,149.97,62.5,Completed,N/A,0.0,121.51,50.64,0
ORD-009253,2024-03-20,CUST-05073,South,TN,ELEC-105,4K HDR Streaming Media Stick,Electronics,Video,1,18.0,49.99,49.99,CLEARANCE40,0.4,20.0,29.99,5.99,7.44,1.17,18.0,11.99,39.98,Completed,N/A,0.0,9.37,31.24,0
ORD-009254,2024-02-26,CUST-01912,East,PA,HOME-203,Ergonomic Memory Foam Pillow,Home & Kitchen,Bedding,1,14.0,39.99,39.99,NONE,0.0,0.0,39.99,5.99,10.64,1.46,14.0,25.99,64.99,Completed,N/A,0.0,19.88,49.71,0
ORD-009255,2024-02-20,CUST-00541,Central,TX,APP-303,Water-Resistant Trail Running Shoes,Apparel,Footwear,2,34.0,94.99,189.98,FLASH25,0.25,47.49,142.49,0.0,10.46,4.43,68.0,74.49,52.28,Completed,N/A,0.0,59.6,41.83,0
ORD-009256,2023-04-20,CUST-04302,East,PA,ELEC-104,Mechanical RGB Gaming Keyboard,Electronics,Gaming,1,38.0,89.99,89.99,SAVE10,0.1,9.0,80.99,0.0,10.42,2.65,38.0,42.99,53.08,Completed,N/A,0.0,29.92,36.94,0
ORD-009257,2024-03-07,CUST-06288,West,CA,HOME-201,Stainless Steel Espresso Machine,Home & Kitchen,Appliances,1,85.0,189.99,189.99,SUMMER15,0.15,28.5,161.49,0.0,17.4,4.98,85.0,76.49,47.37,Completed,N/A,0.0,54.11,33.51,0
ORD-009258,2023-06-27,CUST-05345,West,WA,HOME-204,Chef Knife Set 8-Piece High Carbon,Home & Kitchen,Cookware,1,30.0,79.99,79.99,NONE,0.0,0.0,79.99,0.0,11.9,2.62,30.0,49.99,62.5,Completed,N/A,0.0,35.47,44.34,0
ORD-009259,2024-03-25,CUST-04054,South,TN,HOME-206,Ceramic Non-Stick Frying Pan 10-inch,Home & Kitchen,Cookware,1,15.0,34.99,34.99,NONE,0.0,0.0,34.99,5.99,9.42,1.31,15.0,19.99,57.13,Completed,N/A,0.0,15.25,43.58,0
ORD-009260,2024-01-29,CUST-06146,West,WA,HOME-201,Stainless Steel Espresso Machine,Home & Kitchen,Appliances,1,85.0,189.99,189.99,SAVE10,0.1,19.0,170.99,0.0,17.4,5.26,85.0,85.99,50.29,Completed,N/A,0.0,63.33,37.04,0
ORD-009261,2023-12-31,CUST-03778,Central,OH,APP-303,Water-Resistant Trail Running Shoes,Apparel,Footwear,1,34.0,94.99,94.99,SAVE10,0.1,9.5,85.49,0.0,8.48,2.78,34.0,51.49,60.23,Completed,N/A,0.0,40.23,47.06,0
ORD-009262,2024-08-05,CUST-00059,Central,CO,HOME-206,Ceramic Non-Stick Frying Pan 10-inch,Home & Kitchen,Cookware,1,15.0,34.99,34.99,SUMMER15,0.15,5.25,29.74,5.99,8.92,1.16,15.0,14.74,49.56,Completed,N/A,0.0,10.65,35.81,0
ORD-009263,2023-04-23,CUST-01883,East,NY,APP-305,Polarized UV400 Sport Sunglasses,Apparel,Accessories,1,6.5,29.99,29.99,NONE,0.0,0.0,29.99,5.99,8.22,1.17,6.5,23.49,78.33,Completed,N/A,0.0,20.09,66.99,0
ORD-009264,2024-05-21,CUST-04730,West,NV,ELEC-106,Portable Bluetooth Speaker (Waterproof),Electronics,Audio,1,22.0,59.99,59.99,CLEARANCE40,0.4,24.0,35.99,5.99,8.82,1.34,22.0,13.99,38.87,Completed,N/A,0.0,9.82,27.29,0
ORD-009265,2023-07-08,CUST-03286,Central,TX,APP-304,Heavyweight Cotton Pullover Hoodie,Apparel,Unisex,2,18.0,49.99,99.98,SAVE10,0.1,10.0,89.98,0.0,9.58,2.91,36.0,53.98,59.99,Completed,N/A,0.0,41.49,46.11,0
ORD-009266,2023-12-21,CUST-01323,South,TN,HOME-201,Stainless Steel Espresso Machine,Home & Kitchen,Appliances,1,85.0,189.99,189.99,SUMMER15,0.15,28.5,161.49,0.0,16.9,4.98,85.0,76.49,47.37,Completed,N/A,0.0,54.61,33.82,0
ORD-009267,2024-05-20,CUST-02017,West,NV,APP-302,Women's Seamless High-Waist Leggings,Apparel,Women's Clothing,1,12.0,38.99,38.99,NONE,0.0,0.0,38.99,5.99,8.16,1.43,12.0,26.99,69.22,Completed,N/A,0.0,23.39,59.99,0
ORD-009268,2024-04-02,CUST-02011,East,MA,ELEC-102,Smart Fitness Watch V2,Electronics,Wearables,1,55.0,129.99,129.99,CLEARANCE40,0.4,52.0,77.99,0.0,8.55,2.56,55.0,22.99,29.48,Completed,N/A,0.0,11.88,15.23,0
ORD-009269,2023-05-18,CUST-05396,West,WA,ELEC-101,Wireless Noise-Canceling Headphones,Electronics,Audio,1,45.0,99.99,99.99,NONE,0.0,0.0,99.99,0.0,8.38,3.2,45.0,54.99,55.0,Completed,N/A,0.0,43.41,43.41,0
ORD-009270,2023-10-06,CUST-05011,East,NJ,HOME-205,Cordless Handheld Vacuum,Home & Kitchen,Cleaning,1,36.0,84.99,84.99,SAVE10,0.1,8.5,76.49,0.0,11.96,2.52,36.0,40.49,52.94,Returned,Size / Fit Issue,11.2,-31.08,-40.63,1
ORD-009271,2023-06-26,CUST-04963,East,VA,ELEC-102,Smart Fitness Watch V2,Electronics,Wearables,1,55.0,129.99,129.99,SAVE10,0.1,13.0,116.99,0.0,8.55,3.69,55.0,61.99,52.99,Completed,N/A,0.0,49.75,42.53,0
ORD-009272,2024-09-17,CUST-05698,West,AZ,ELEC-101,Wireless Noise-Canceling Headphones,Electronics,Audio,2,45.0,99.99,199.98,SAVE10,0.1,20.0,179.98,0.0,9.26,5.52,90.0,89.98,49.99,Completed,N/A,0.0,75.2,41.78,0
ORD-009273,2024-06-06,CUST-01814,South,NC,ELEC-103,Ultra-Fast USB-C Charging Hub,Electronics,Accessories,1,12.0,34.99,34.99,SAVE10,0.1,3.5,31.49,5.99,7.66,1.21,12.0,19.49,61.89,Completed,N/A,0.0,16.61,52.75,0
ORD-009274,2024-05-16,CUST-00444,Central,IL,ELEC-105,4K HDR Streaming Media Stick,Electronics,Video,1,18.0,49.99,49.99,NONE,0.0,0.0,49.99,5.99,6.94,1.75,18.0,31.99,63.99,Completed,N/A,0.0,29.29,58.59,0
ORD-009275,2024-09-05,CUST-03512,Central,IL,BEAU-403,Professional Ionic Hair Dryer,Beauty,Hair Care,1,28.0,69.99,69.99,NONE,0.0,0.0,69.99,0.0,8.37,2.33,28.0,41.99,59.99,Completed,N/A,0.0,31.29,44.71,0
ORD-009276,2023-06-12,CUST-03194,East,MA,APP-303,Water-Resistant Trail Running Shoes,Apparel,Footwear,3,34.0,94.99,284.97,FLASH25,0.25,71.24,213.73,0.0,13.94,6.5,102.0,111.73,52.28,Completed,N/A,0.0,91.29,42.71,0
ORD-009277,2024-10-18,CUST-02772,East,NJ,BEAU-403,Professional Ionic Hair Dryer,Beauty,Hair Care,1,28.0,69.99,69.99,SAVE10,0.1,7.0,62.99,0.0,9.87,2.13,28.0,34.99,55.55,Completed,N/A,0.0,22.99,36.5,0
ORD-009278,2023-09-18,CUST-00290,Central,CO,HOME-206,Ceramic Non-Stick Frying Pan 10-inch,Home & Kitchen,Cookware,1,15.0,34.99,34.99,NONE,0.0,0.0,34.99,5.99,8.92,1.31,15.0,19.99,57.13,Completed,N/A,0.0,15.75,45.01,0
ORD-009279,2023-10-17,CUST-02418,West,CA,APP-304,Heavyweight Cotton Pullover Hoodie,Apparel,Unisex,1,18.0,49.99,49.99,SAVE10,0.1,5.0,44.99,5.99,9.04,1.6,18.0,26.99,59.99,Completed,N/A,0.0,22.34,49.66,0
ORD-009280,2024-10-27,CUST-05495,East,NJ,APP-303,Water-Resistant Trail Running Shoes,Apparel,Footwear,2,34.0,94.99,189.98,NONE,0.0,0.0,189.98,0.0,11.96,5.81,68.0,121.98,64.21,Completed,N/A,0.0,104.21,54.85,0
ORD-009281,2023-12-05,CUST-01000,West,NV,HOME-206,Ceramic Non-Stick Frying Pan 10-inch,Home & Kitchen,Cookware,1,15.0,34.99,34.99,SAVE10,0.1,3.5,31.49,5.99,9.92,1.21,15.0,16.49,52.37,Completed,N/A,0.0,11.35,36.04,0
ORD-009282,2024-08-18,CUST-01592,East,VA,BEAU-401,Vitamin C + Hyaluronic Acid Serum,Beauty,Skincare,1,5.5,24.99,24.99,NONE,0.0,0.0,24.99,5.99,8.33,1.02,5.5,19.49,77.99,Completed,N/A,0.0,16.13,64.55,0
ORD-009283,2023-03-12,CUST-01616,East,NJ,APP-301,Men's Performance Athletic Joggers,Apparel,Men's Clothing,1,16.0,44.99,44.99,NONE,0.0,0.0,44.99,5.99,8.88,1.6,16.0,28.99,64.44,Completed,N/A,0.0,24.5,54.46,0
ORD-009284,2023-12-20,CUST-03350,Central,CO,APP-301,Men's Performance Athletic Joggers,Apparel,Men's Clothing,1,16.0,44.99,44.99,NONE,0.0,0.0,44.99,5.99,7.38,1.6,16.0,28.99,64.44,Returned,Defective / Damaged,9.1,-20.48,-45.52,1
ORD-009285,2024-10-12,CUST-01138,South,AL,HOME-203,Ergonomic Memory Foam Pillow,Home & Kitchen,Bedding,1,14.0,39.99,39.99,NONE,0.0,0.0,39.99,5.99,9.64,1.46,14.0,25.99,64.99,Completed,N/A,0.0,20.88,52.21,0
ORD-009286,2024-01-23,CUST-00196,East,VA,ELEC-105,4K HDR Streaming Media Stick,Electronics,Video,1,18.0,49.99,49.99,SAVE10,0.1,5.0,44.99,5.99,8.44,1.6,18.0,26.99,59.99,Completed,N/A,0.0,22.94,50.99,0
ORD-009287,2024-05-22,CUST-04141,South,TN,HOME-202,Digital Air Fryer XL 6-Quart,Home & Kitchen,Appliances,2,48.0,109.99,219.98,NONE,0.0,0.0,219.98,0.0,29.88,6.68,96.0,123.98,56.36,Completed,N/A,0.0,87.42,39.74,0
ORD-009288,2023-11-01,CUST-05412,Central,TX,APP-301,Men's Performance Athletic Joggers,Apparel,Men's Clothing,1,16.0,44.99,44.99,SUMMER15,0.15,6.75,38.24,5.99,7.38,1.41,16.0,22.24,58.16,Completed,N/A,0.0,19.44,50.84,0
ORD-009289,2023-02-05,CUST-05001,East,MA,BEAU-403,Professional Ionic Hair Dryer,Beauty,Hair Care,1,28.0,69.99,69.99,NONE,0.0,0.0,69.99,0.0,9.87,2.33,28.0,41.99,59.99,Completed,N/A,0.0,29.79,42.56,0
ORD-009290,2023-11-27,CUST-00288,East,PA,APP-302,Women's Seamless High-Waist Leggings,Apparel,Women's Clothing,1,12.0,38.99,38.99,NONE,0.0,0.0,38.99,5.99,8.66,1.43,12.0,26.99,69.22,Completed,N/A,0.0,22.89,58.71,0
